00	1751
001	1110
007	3764
01	2396
02	1440
03	1580
04	1228
05	3920
06	21189
07	2789
08	1200
1.0	2927
1.08	973
1.10	887
1.3	1020
1.4	885
1.5	6046
1.6	6049
1.7	1227
1.75	3047
1.8	1818
10	14481
100	11730
1000	4745
10000	3097
101	1384
108	949
10qq	1045
11	10025
110	2767
110.com	900
111	842
114	1636
118	947
1188	1080
12	7270
120	2391
1200	1956
123	38439
123.com	11083
12333	962
125	1953
12530	6117
12530.com	1290
126	28627
126.com	12165
128	1681
13	3016
139	2373
14	2843
15	3430
150	1584
16	5295
160	1511
163	55319
163.com	21375
163.com.	1441
165	1204
168	5806
168.com	1718
17	4823
17173	4269
17173.com	1874
176	3054
18	74540
18.com	3167
183	19413
183club	14801
1860	984
188	822
18dy	22115
18dy.com	5670
18girl	2546
18ok	1070
19	4312
1937	863
1997	988
1998	885
1999	1143
2.0	6257
2.5	1735
20	5965
200	3222
2000	14719
2001	2559
2002	6298
2003	15956
2004	12697
2005	38830
2006	183907
2006qq	1249
2007	10198
2008	6013
2009	24745
2020	1115
206	1428
21	9373
214	1844
21cn	988
21cn.com	1396
22	3804
220	3616
23	4693
24	4204
240	1204
25	3845
250	1601
253888	1732
26	1735
263	3485
265	4014
265.com	1315
27	1603
28	1650
29	1717
2p	1838
3.	875
3.0	3965
3.1	1602
30	5815
300	3354
3000	3531
307	1757
31	2326
32	6290
320	2221
3230	1889
3250	2340
33	1647
34	1182
35	2920
350	1906
356	1077
358	810
36	2004
360	3118
363	833
365	28042
365.com	2351
365x	7249
365x.com	3562
365x.us	1653
37	1988
3721	7101
38	3279
39	2375
398	1487
3c	888
3d	26379
3dmax	812
3ds	1412
3g	2531
3gp	15817
3i	1352
3p	3013
3xbook	917
4.0	2366
40	3324
400	2193
4000	1247
41	904
42	1620
43	888
4399	10943
4399.com	3743
44	1492
45	1419
47	1170
48	1190
4s	2199
4u	1566
4y	1340
4you	1886
5.0	3286
50	5356
500	6207
508	1111
51	19261
51.com	5481
516	884
5184	1283
51job	1612
51job.com	1167
52	4573
520	4424
521	1050
528	1454
53	890
530	1555
54	1302
5460	2378
55	2834
550	985
550022	2008
550022.com	1073
555	806
55508	888
5566	3862
56	2149
58	1450
5s	891
6.0	8358
6.5	1059
60	4953
600	2366
601	3463
608	1362
61	1403
620	841
6270	965
65	1103
650	855
66	2025
6600	1013
6621	1727
6621.com	1066
666	1919
6681	858
67	1158
68	980
680	2922
680i	1384
6mm	1505
6mm.com	874
7.0	7084
7.1	835
7.5	1882
70	6105
700	1843
71	1273
72	2515
73	1635
75	963
750	1643
7610	1712
77	55784
77.com	4799
777	12051
777.info	837
78	1131
780	1354
79	1106
7en	914
7k	1457
7k.com	1120
7k7k	1439
7k7k.com	1119
7se	946
8.0	5571
8.com	3512
80	4428
800	3937
808	1009
81	1773
810	819
818	949
828	2025
83	885
85	1660
86	2704
863863	1713
8686886	983
88	7225
88.com	1773
8812345	978
888	2437
9.0	4781
9.0c	1099
90	2853
900	2884
9000	1174
908	1064
91	3263
911	1534
92	2258
920	893
93	1810
94	1128
95	2680
95599	831
96	2184
97	6705
98	17234
98bb	10280
99	13287
99.com	1083
998	941
999	4042
9991	2426
9991.com	969
9you.com	1071
a1200	1026
a4u	1099
a4y	1319
a5e	1064
a6	973
a780	1072
aa	926
abc	2454
ac	2965
access	1066
acdsee	3010
acrobat	1868
ad	1037
adidas	1046
adobe	5454
adsl	1979
aebn	861
ai	1533
air	1059
aiwomen	2087
ak	860
all	2597
am	1066
amd	870
amv	9956
angel	1018
asf	2261
asia	836
asian	8348
asian-hot	942
asian4you	2131
asians	1279
asp	9000
aspx	808
ass	1507
au	870
audio	929
auto	1998
autocad	4886
av	17779
avi	6243
avril	927
avvcd	1659
away	1065
b6	833
babes	1583
baby	1925
bad	916
bai	1164
baidu	44614
bb	16816
bbc	922
bbs	17154
bdsm	2567
best	1071
beta	1202
beyond	2820
bi	1708
big	4620
bin	879
bios	1314
bitcomet	1245
biz	1759
bj	940
bjeea	1018
bl	3558
black	1380
blog	25498
blue	1222
bnb	1653
bnb88	1408
boa	969
boardid	1252
bobvod	1224
body	1068
boobs	1227
book	2915
boss	832
boy	5012
boys	1408
bt	68543
build	1534
business	27838
bye	841
b超	1542
ca	1473
cad	7284
call	915
canon	1332
cc	4330
cctv	20663
cctv-5	1022
cctv5	3523
cd	6537
cdma	3513
cect	6161
cet	1261
cg	956
cgi	1026
channel	6566
chat	1592
china	5872
chinaren	6603
chinese	1260
club	19389
cm	1065
cmfu	906
cn	129099
co	2629
cock	2379
com	577213
come	1265
con	3158
converter	2103
cool	1624
coreldraw	2591
cosplay	814
cp	995
cpu	2160
cr	962
cs	20841
cs1	7404
cs2	864
ct	1416
d608	809
d7se	1437
d828	986
da	1549
dance	1836
day	1970
db	841
dc	1110
