00	1751
001	1110
007	3764
01	2396
02	1440
03	1580
04	1228
05	3920
06	21189
07	2789
08	1200
1.0	2927
1.3	1020
1.5	6046
1.6	6049
1.7	1227
1.75	3047
1.8	1818
10	14481
100	11730
1000	4745
10000	3097
101	1384
10qq	1045
11	10025
110	2767
114	1636
1188	1080
12	7270
120	2391
1200	1956
123	38439
123.com	11083
125	1953
12530	6117
12530.com	1290
126	28627
126.com	12165
128	1681
13	3016
139	2373
14	2843
15	3430
150	1584
16	5295
160	1511
163	55319
163.com	21375
163.com.	1441
165	1204
168	5806
168.com	1718
17	4823
17173	4269
17173.com	1874
176	3054
18	74540
18.com	3167
183	19413
183club	14801
18dy	22115
18dy.com	5670
18girl	2546
18ok	1070
19	4312
1999	1143
2.0	6257
2.5	1735
20	5965
200	3222
2000	14719
2001	2559
2002	6298
2003	15956
2004	12697
2005	38830
2006	183907
2006qq	1249
2007	10198
2008	6013
2009	24745
2020	1115
206	1428
21	9373
214	1844
21cn.com	1396
22	3804
220	3616
23	4693
24	4204
240	1204
25	3845
250	1601
253888	1732
26	1735
263	3485
265	4014
265.com	1315
27	1603
28	1650
29	1717
2p	1838
3.0	3965
3.1	1602
30	5815
300	3354
3000	3531
307	1757
31	2326
32	6290
320	2221
3230	1889
3250	2340
33	1647
34	1182
35	2920
350	1906
356	1077
36	2004
360	3118
365	28042
365.com	2351
365x	7249
365x.com	3562
365x.us	1653
37	1988
3721	7101
38	3279
39	2375
398	1487
3d	26379
3ds	1412
3g	2531
3gp	15817
3i	1352
3p	3013
4.0	2366
40	3324
400	2193
4000	1247
42	1620
4399	10943
4399.com	3743
44	1492
45	1419
47	1170
48	1190
4s	2199
4u	1566
4y	1340
4you	1886
5.0	3286
50	5356
500	6207
508	1111
51	19261
51.com	5481
5184	1283
51job	1612
51job.com	1167
52	4573
520	4424
521	1050
528	1454
530	1555
54	1302
5460	2378
55	2834
550022	2008
550022.com	1073
5566	3862
56	2149
58	1450
6.0	8358
6.5	1059
60	4953
600	2366
601	3463
608	1362
61	1403
65	1103
66	2025
6600	1013
6621	1727
6621.com	1066
666	1919
67	1158
680	2922
680i	1384
6mm	1505
7.0	7084
7.5	1882
70	6105
700	1843
71	1273
72	2515
73	1635
750	1643
7610	1712
77	55784
77.com	4799
777	12051
78	1131
780	1354
79	1106
7k	1457
7k.com	1120
7k7k	1439
7k7k.com	1119
8.0	5571
8.com	3512
80	4428
800	3937
808	1009
81	1773
828	2025
85	1660
86	2704
863863	1713
88	7225
88.com	1773
888	2437
9.0	4781
9.0c	1099
90	2853
900	2884
9000	1174
908	1064
91	3263
911	1534
92	2258
93	1810
94	1128
95	2680
96	2184
97	6705
98	17234
98bb	10280
99	13287
99.com	1083
999	4042
9991	2426
9you.com	1071
a1200	1026
a4u	1099
a4y	1319
a5e	1064
a780	1072
abc	2454
ac	2965
access	1066
acdsee	3010
acrobat	1868
ad	1037
adidas	1046
adobe	5454
adsl	1979
ai	1533
air	1059
aiwomen	2087
all	2597
am	1066
amv	9956
angel	1018
asf	2261
asian	8348
asian4you	2131
asians	1279
asp	9000
ass	1507
auto	1998
autocad	4886
av	17779
avi	6243
avvcd	1659
away	1065
babes	1583
baby	1925
bai	1164
baidu	44614
bb	16816
bbs	17154
bdsm	2567
best	1071
beta	1202
beyond	2820
bi	1708
big	4620
bios	1314
bitcomet	1245
biz	1759
bjeea	1018
bl	3558
black	1380
blog	25498
blue	1222
bnb	1653
bnb88	1408
boardid	1252
bobvod	1224
body	1068
boobs	1227
book	2915
boy	5012
boys	1408
bt	68543
build	1534
business	27838
b超	1542
ca	1473
cad	7284
can	1586
canon	1332
cc	4330
cctv	20663
cctv-5	1022
cctv5	3523
cd	6537
cdma	3513
cect	6161
cet	1261
cgi	1026
channel	6566
chat	1592
china	5872
chinaren	6603
chinese	1260
club	19389
cm	1065
cn	129099
co	2629
cock	2379
com	577213
come	1265
con	3158
converter	2103
cool	1624
coreldraw	2591
cpu	2160
cs	20841
cs1	7404
ct	1416
d7se	1437
da	1549
dance	1836
danielle	1499
day	1970
dc	1110
dd	1122
de	1441
dell	2844
delphi	1188
dhc	1025
dianying	1017
directx	2646
diy	5126
dizon	1250
dj	28733
dl	1139
dll	3747
dmax	1330
do	1536
dodolook	1274
dog	1113
don	2080
dopod	1040
dos	1973
down	2364
download	3382
dream	1386
ds	2387
du	1610
dv	5668
dvd	11143
dx	1018
dy	36130
e398	1271
e680i	1240
earth	5567
ecogd	1529
edit	1049
edu	12622
ems	1167
emule	1201
en	1935
english	2343
ent	1376
epson	1882
erp	1051
et	1402
excel	3990
exe	9210
explorer	1893
f1	2181
f4	6401
face	1170
fc	1730
femdom	1055
fifa	2652
files	1136
film	1564
flash	61670
fly	1308
fm	2023
focus	2539
foot	1062
forum	1198
foxpro	1157
free	22815
frontpage	1013
