00	1751
007	3764
01	2396
03	1580
05	3920
06	21189
07	2789
1.0	2927
1.5	6046
1.6	6049
1.75	3047
1.8	1818
10	14481
100	11730
1000	4745
10000	3097
11	10025
110	2767
114	1636
12	7270
120	2391
1200	1956
123	38439
123.com	11083
125	1953
12530	6117
126	28627
126.com	12165
128	1681
13	3016
139	2373
14	2843
15	3430
150	1584
16	5295
160	1511
163	55319
163.com	21375
168	5806
168.com	1718
17	4823
17173	4269
17173.com	1874
176	3054
18	74540
18.com	3167
183	19413
183club	14801
18dy	22115
18dy.com	5670
18girl	2546
19	4312
2.0	6257
2.5	1735
20	5965
200	3222
2000	14719
2001	2559
2002	6298
2003	15956
2004	12697
2005	38830
2006	183907
2007	10198
2008	6013
2009	24745
21	9373
214	1844
22	3804
220	3616
23	4693
24	4204
25	3845
250	1601
253888	1732
26	1735
263	3485
265	4014
27	1603
28	1650
29	1717
2p	1838
3.0	3965
3.1	1602
30	5815
300	3354
3000	3531
307	1757
31	2326
32	6290
320	2221
3230	1889
3250	2340
33	1647
35	2920
350	1906
36	2004
360	3118
365	28042
365.com	2351
365x	7249
365x.com	3562
365x.us	1653
37	1988
3721	7101
38	3279
39	2375
3d	26379
3g	2531
3gp	15817
3p	3013
4.0	2366
40	3324
400	2193
42	1620
4399	10943
4399.com	3743
4s	2199
4u	1566
4you	1886
5.0	3286
50	5356
500	6207
51	19261
51.com	5481
51job	1612
52	4573
520	4424
530	1555
5460	2378
55	2834
550022	2008
5566	3862
56	2149
6.0	8358
60	4953
600	2366
601	3463
66	2025
6621	1727
666	1919
680	2922
6mm	1505
7.0	7084
7.5	1882
70	6105
700	1843
72	2515
73	1635
750	1643
7610	1712
77	55784
77.com	4799
777	12051
8.0	5571
8.com	3512
80	4428
800	3937
81	1773
828	2025
85	1660
86	2704
863863	1713
88	7225
88.com	1773
888	2437
9.0	4781
90	2853
900	2884
91	3263
911	1534
92	2258
93	1810
95	2680
96	2184
97	6705
98	17234
98bb	10280
99	13287
999	4042
9991	2426
abc	2454
ac	2965
acdsee	3010
acrobat	1868
adobe	5454
adsl	1979
ai	1533
aiwomen	2087
all	2597
amv	9956
asf	2261
asian	8348
asian4you	2131
asp	9000
ass	1507
auto	1998
autocad	4886
av	17779
avi	6243
avvcd	1659
babes	1583
baby	1925
baidu	44614
bb	16816
bbs	17154
bdsm	2567
beyond	2820
bi	1708
big	4620
biz	1759
bl	3558
blog	25498
bnb	1653
book	2915
boy	5012
bt	68543
build	1534
business	27838
b超	1542
cad	7284
cc	4330
cctv	20663
cctv5	3523
cd	6537
cdma	3513
cect	6161
channel	6566
chat	1592
china	5872
chinaren	6603
club	19389
cn	129099
co	2629
cock	2379
com	577213
con	3158
converter	2103
cool	1624
coreldraw	2591
cpu	2160
cs	20841
cs1	7404
da	1549
dance	1836
day	1970
dell	2844
directx	2646
diy	5126
dj	28733
dll	3747
don	2080
dos	1973
down	2364
download	3382
ds	2387
du	1610
dv	5668
dvd	11143
dy	36130
earth	5567
ecogd	1529
edu	12622
en	1935
english	2343
epson	1882
excel	3990
exe	9210
explorer	1893
f1	2181
f4	6401
fc	1730
fifa	2652
film	1564
flash	61670
fm	2023
focus	2539
free	22815
ftp	2731
fucking	2536
gay	24150
gb	8455
gba	7786
gdp	1981
ghost	3322
gif	2850
girl	27847
girls	9368
god	1675
good	1750
google	21853
gov	11544
gp	17092
gps	3481
hao	21654
hao123	18004
heart	1996
hentai	1689
hk	2882
home	2705
hot	6960
hotmail	5798
hp	4665
htm	8614
html	7605
http	114338
huang	1883
ibm	4072
ic	1845
id	3461
ie	9760
ie6	1553
ii	2920
im	7497
img	9052
index	5933
info	2482
internet	1960
inurl	3431
ip	6838
ipod	1644
iq	1593
iso	3392
japan	6772
japanese	5872
java	3836
jay	1830
jh	5149
jj	12350
job	4595
jp	2634
jpg	5404
js	1695
jsp	1563
junior	2402
k7k	2693
kb	4762
key	3733
kfc	1799
kiss	4149
kk	2067
kof	1513
ktv	3094
kugoo	3110
kv	2125
l7	2091
la	2326
lg	4166
life	2272
link	22357
linux	1771
lrc	2761
m6mm	2422
mail	4265
man	4563
max	3028
mba	1909
media	4991
mf	1939
microsoft	4667
ml	1674
mm	27848
mmf	1541
mom	1568
mop	1627
moto	2963
movie	10464
movies	11959
mp	148145
mp3	105283
mp4	39201
mpeg	2197
ms	2125
msn	17210
mtv	62270
music	3705
mv	29282
mx	2487
my	17129
n70	2246
nana	1846
nba	16153
nba2006	1576
nec	2171
nero	2240
net	53044
